"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo"
"OWENDANIELS","Owen Daniels","TE",58.1064185356859,7.43842462378368,1,"BAL",235,205,36,73.225,68.5,59.375,60.625,NA,58.5875,60.125,40.5,63.875,50.125,66.5,13.125,59.125,76.25,NA,41.95,57.7264285714286,58.1064185356859,-60.2485057407445,39.6,16.1900406116497,1,0,0.5,1,122.5,0,170,0,205,NA,NA,0.5,1
"JASONAVANT","Jason Avant","WR",57.9870860878497,5.18798408354061,1,"CAR",236,NA,99,39.895,87.5,44.75,57.125,NA,59.475,60.575,44.875,50.125,48.5,30.875,68.25,75.25,76.375,NA,61.875,59.189053030303,57.9870860878497,-85.4121356017608,NA,15.678707708612,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"CJANDERSON","C.J. Anderson","RB",57.3476246595936,5.2236811850208,1,"DEN",237,177.9,68,NA,72.825,39.325,77.475,NA,60.505,21.55,59.825,66.85,60.5,52.075,47.625,31.55,85.15,NA,34.2125,54.2539972527473,57.3476246595936,-60.5801895414769,16,19.0686466634872,1,1,1,1,NA,1.1,145.3,2,227,NA,NA,1,1
"JORDANTODMAN","Jordan Todman","RB",56.9526208914108,6.31413263679374,1,"JAC",238,189.3,69,67.18,71.7,36.8,79,NA,49.94,54.375,16.95,48.45,55,30.3,49.5,118.075,59.775,NA,61.225,57.4090952380952,56.9526208914108,-60.9751933096596,21.8,23.9782646656014,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ANDREWQUARLESS","Andrew Quarless","TE",56.7286866106644,6.38583329655381,1,"GB",239,NA,37,87.265,75.375,44.5,60.375,NA,53.9125,68.625,29.375,43.375,34.5,67.25,54.25,75.875,92.625,NA,18.975,58.6009523809524,56.7286866106644,-61.626237665766,NA,21.8385576611908,1,0,0,0,NA,0,170,0,NA,NA,NA,0,1
"COLEBEASLEY","Cole Beasley","WR",55.2027289763281,6.25767784457727,1,"DAL",240,NA,100,-0.78,82,49.75,64.875,NA,60.925,72.85,42.125,40.75,42,48.25,37.25,75.5,71,NA,52.975,52.4098051948052,55.2027289763281,-88.1964927132823,NA,21.1795278382345,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"MARCELREECE","Marcel Reece","RB",55.1035637879002,4.22493678166693,1,"OAK",241,184.7,70,21.79,64.575,60.45,77.35,NA,69.0075,60.35,80.15,36.125,40.25,37.45,28.75,NA,58.825,NA,62.045,53.5532142857143,55.1035637879002,-62.8242504131703,6.9,18.6898408275795,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"MICHAELVICK","Michael Vick","QB",54.6447110949349,10.0123582059597,1,"NYJ",242,226,35,4.08,81.48,71.5,113.28,NA,74.47,4.1,38.6,31,47.2,37.44,49.4,NA,142.28,NA,8.37,58.3530769230769,54.6447110949349,-190.437603021589,40.4,41.7928365380652,1,0,0.5,1,122.1,0,170,0,191,NA,NA,0.5,1
"JACOBYJONES","Jacoby Jones","WR",54.5586112267098,6.56291825654874,1,"BAL",243,NA,101,3.98,67.625,56.75,NA,NA,51.5875,55,71.375,31.675,16.875,45.525,24.75,46.125,84.075,NA,59.08,50.2657305194805,54.5586112267098,-88.8406104629006,NA,22.7492038181334,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"AUSTINCOLLIE","Austin Collie","WR",54.375,NA,1,NA,244,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.375,NA,NA,54.375,54.375,-89.0242216896105,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"STEPHENHILL","Stephen Hill","WR",54.3746019162657,4.00187642072486,1,"NYJ",245,178,103,19.28,63.625,48.25,NA,NA,44.8625,30.375,56.5,52.25,74.25,68.375,41.625,78.375,76.875,NA,26.625,48.4564448051948,54.3746019162657,-89.0246197733448,4,19.5484543949328,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONPETTIGREW","Brandon Pettigrew","TE",53.6312771987979,4.5341191429939,1,"DET",246,185.7,38,57.115,70.875,NA,50.125,NA,50.3875,52.125,59.875,43.875,30.375,45.875,41,70.375,65.125,NA,62.575,53.8880357142857,53.6312771987979,-64.7236470776325,16,11.9766042499105,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JARIUSWRIGHT","Jarius Wright","WR",53.2496320443564,6.2315570619922,1,"MIN",247,NA,104,62.41,55.125,34.25,NA,NA,35.7375,75,9.5,65.5,71.375,57.75,16.25,62.125,64.5,NA,37.15,49.695,53.2496320443564,-90.1495896452541,NA,21.0452036681971,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JERRELJERNIGAN","Jerrel Jernigan","WR",53.0301421724428,7.66685452165509,1,"NYG",248,NA,105,40.08,93.25,NA,68.85,NA,62.025,67.225,36.75,68.625,38.125,64.4,1.25,2.875,86.35,NA,37.205,51.4294405594406,53.0301421724428,-90.3690795171677,NA,28.4261134628455,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ROBERTTURBIN","Robert Turbin","RB",52.9010802357314,7.74337278912519,1,"SEA",249,187,71,36.245,64.225,63.5,24.725,NA,51.0575,68.125,41.975,40.35,59.75,31.6,59.375,82.65,72.875,NA,25.5,50.3978214285714,52.9010802357314,-65.0267339653391,40.5,18.3479453413353,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"EARLBENNETT","Earl Bennett","WR",52.8629084678943,9.05490666911314,1,NA,250,NA,106,3.95,60.625,NA,NA,NA,45.475,NA,NA,NA,NA,NA,NA,NA,89.25,NA,NA,28.4392857142857,52.8629084678943,-90.5363132217162,NA,35.564067774464,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRIANHOYER","Brian Hoyer","QB",52.6644363556097,9.54604435258298,1,"CLE",251,198.6,36,158.41,32.56,48.38,58.82,NA,43.858,77.32,48.06,49.12,35.7,57.66,43.5,NA,142.38,NA,37.39,62.3736923076923,52.6644363556097,-192.417877760914,37.5,40.1496243371,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MARTAVISBRYANT","Martavis Bryant","WR",52.6564160002006,6.30189993278305,1,"PIT",252,NA,107,NA,87.875,NA,59.5,NA,63.7875,85.875,41.75,29.125,38.25,53.75,63.625,47.625,45,NA,14.7,52.571875,52.6564160002006,-90.7428056894099,NA,21.4069366180525,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ADRIENROBINSON","Adrien Robinson","TE",52.5000541445625,9.53032432367198,1,"NYG",253,223.7,39,60.205,65.875,70.25,NA,NA,51.3375,60.5,52.5,43.75,12.5,43.75,30.75,88.375,NA,NA,13.9625,51.4375274725275,52.5000541445625,-65.8548701318679,53.7,22.3759988815465,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONMYERS","Brandon Myers","TE",52.200055390047,5.63163353491295,1,"TB",254,182.5,40,105.43,NA,46.875,NA,NA,39.05,42.25,55,30.125,21,59,37.875,80.875,74.5,NA,63.75,55.6243406593407,52.200055390047,-66.1548688863835,15.5,23.8079541552945,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"STEDMANBAILEY","Stedman Bailey","WR",51.8838636309677,6.43331352363124,1,"STL",255,NA,108,NA,NA,62.25,NA,NA,47,70.175,NA,36.975,100.5,53.375,45.75,NA,NA,NA,30.73,55.980625,51.8838636309677,-91.5153580586428,NA,22.0827211763761,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LATAVIUSMURRAY","Latavius Murray","RB",51.2701522924469,6.09437879924132,1,"OAK",256,185.6,72,NA,67.875,37.95,65.55,NA,56.38,75.375,NA,44.85,73,41,30.375,17.925,48.3,NA,25.65,48.2751190476191,51.2701522924469,-66.6576619086235,24.2,19.1089519518201,1,1,1,1,NA,1,170,0,NA,NA,NA,1,1
"ALLENHURNS","Allen Hurns","WR",50.9637177522894,6.73928908749593,1,"JAC",257,NA,109,NA,NA,75.625,NA,NA,56.725,NA,NA,NA,47,NA,NA,NA,NA,NA,18.875,49.55625,50.9637177522894,-92.435503937321,NA,23.6561776198805,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JEFFCUMBERLAND","Jeff Cumberland","TE",50.7872883981912,5.15690446897841,1,"NYJ",258,NA,41,50.6,76.25,50.375,NA,NA,48.2125,68,51.125,26.625,49.25,30.625,42.625,57.75,80.25,NA,54.675,52.5865384615385,50.7872883981912,-67.5676358782393,NA,15.5188831161613,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JARVISLANDRY","Jarvis Landry","WR",50.6877109819731,8.66933945815591,1,"MIA",259,222,110,NA,68.875,71.125,71.5,NA,59.5,37.25,19,60.775,67.75,50.95,79.25,3.375,32.75,NA,23.275,50.9778971028971,50.6877109819731,-92.7115107076374,44,24.0663236222799,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ROBHOUSLER","Rob Housler","TE",50.528886397342,7.27845274635945,1,"ARI",260,NA,42,102.14,66,31.5,NA,NA,NA,NA,NA,30.25,32.25,52.5,32.875,75.875,79,NA,26.775,52.5345,50.528886397342,-67.8260378790884,NA,26.4287863943424,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"BRANDONBOSTICK","Brandon Bostick","TE",50.3123363274451,7.99062501940452,1,"GB",261,204,43,NA,NA,78.875,53.75,NA,55.475,71.125,50.75,28.25,49.5,NA,39.875,NA,NA,NA,31.9,50.3472222222222,50.3123363274451,-68.0425879489853,44.4,16.6509842885572,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BOBBYRAINEY","Bobby Rainey","RB",49.4253014249046,6.26113146770204,1,"TB",262,186.6,73,25.105,41.675,67.75,38.95,NA,46.6375,67.65,30.1,41.85,32.375,47.1,47.375,29.45,71.1,NA,67.275,46.0978571428571,49.4253014249046,-68.5025127761659,28.8,15.8230548830194,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"RICHARDRODGERS","Richard Rodgers","TE",49.26875,4.60881831029277,1,"GB",263,184.2,44,NA,NA,NA,NA,NA,19.4375,42.125,38.875,58.125,75.25,57.75,34.5,NA,NA,NA,70.45,48.9265625,49.26875,-69.0861742764304,10.2,19.0503860074081,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOHNCARLSON","John Carlson","TE",49.0125198146445,4.62044394290221,1,"ARI",264,NA,45,33.245,NA,66.5,49.5,NA,50.4375,42.125,50.25,34.375,36.625,42.75,68.625,67.25,53,NA,64.7,50.4151373626374,49.0125198146445,-69.3424044617859,NA,12.7601749998047,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BILALPOWELL","Bilal Powell","RB",48.480832321317,5.34101163186885,1,"NYJ",265,179.8,74,14.535,65.4,43.625,45.575,NA,54.4875,73.675,63.325,36.5,14.125,37.65,30.375,11.7,46.9,NA,57.175,43.5736904761905,48.480832321317,-69.4469818797535,16.5,19.7317941308502,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"MIKEBROWN","Mike Brown","WR",48.4687283431861,9.54746647414902,1,"JAC",266,NA,111,147.23,44.875,49.625,NA,NA,47.25,79.375,NA,24,19.375,12.875,54.5,16.375,54.5,NA,NA,49.2516883116883,48.4687283431861,-94.9304933464244,NA,38.0970197176057,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KADEEMCAREY","Ka'Deem Carey","RB",47.838099601792,4.83731738962435,1,"CHI",267,181,75,NA,72.65,NA,63.125,NA,48.0375,5.575,40.525,26.625,35.875,42.2,40.875,71.625,52.35,NA,44.5,45.4971153846154,47.838099601792,-70.0897145992785,12.6,18.7912874655182,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"AJJENKINS","A.J. Jenkins","WR",47.5901231041569,6.08610948504529,1,"KC",268,NA,112,50.485,69,39.875,53.6,NA,50.4375,40.875,34.375,24.925,8.125,40.9,18.75,81.625,68.175,NA,57.155,45.6150487012987,47.5901231041569,-95.8090985854536,NA,20.2972503864101,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JUNIORHEMINGWAY","Junior Hemingway","WR",47.3127014096053,5.05316660092849,1,"KC",269,NA,113,NA,69.5,63.75,NA,NA,64.4,31,56.5,47.375,33.25,33.375,63,30.625,41.25,NA,36.7,47.346130952381,47.3127014096053,-96.0865202800052,NA,14.9854188915779,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MARIOMANNINGHAM","Mario Manningham","WR",47.2317801479215,6.60806594457222,1,"NYG",270,NA,114,43.17,63.375,NA,NA,NA,35.875,NA,NA,18.25,NA,15.875,27.625,69.5,73.75,NA,NA,41.1213333333333,47.2317801479215,-96.167441541689,NA,22.9813724257588,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JERICKMCKINNON","Jerick McKinnon","RB",47.1100190080702,8.14561726560846,1,"MIN",271,213.8,76,NA,74.775,61.8,38.175,NA,52.5525,3.575,22.725,38.65,40.5,34.125,33.625,70.225,NA,NA,47.175,42.8348076923077,47.1100190080702,-70.8177951930003,42.8,19.9845079333722,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ANTHONYFASANO","Anthony Fasano","TE",47.0754685043958,5.86253421684124,1,"KC",272,NA,46,74.99,65,52.75,NA,NA,47.025,71.5,58.5,24.5,37.625,25.25,10,50.625,53.75,NA,53.9,47.8881730769231,47.0754685043958,-71.2794557720346,NA,19.1475312979948,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"SANTONIOHOLMES","Santonio Holmes","WR",46.5254253492776,6.91188190622738,1,"CHI",273,NA,115,76.655,NA,52.625,85,NA,54.65,23,NA,23.5,44.5,23.5,21,NA,75.25,NA,25.5,45.6209090909091,46.5254253492776,-96.8737963403329,NA,24.5437232764861,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"KRISDURHAM","Kris Durham","WR",45.3411063111536,7.33204518131264,1,"DET",274,NA,116,NA,77.375,27.5,NA,NA,39.4625,65.675,40,50.625,10.625,17.625,52.625,0.875,89.75,NA,33.35,35.919237012987,45.3411063111536,-98.0581153784569,NA,26.7043814812019,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"GAVINESCOBAR","Gavin Escobar","TE",45.0005312330034,4.62748743843928,1,"DAL",275,181.5,47,NA,54,NA,NA,NA,38.4875,31.375,66.625,44.75,54.25,38.125,38.25,52.125,51.5,NA,40.825,46.3465909090909,45.0005312330034,-73.354393043427,18.5,10.2189900930927,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DAVIDNELSON","David Nelson","WR",45.0003316291897,6.34761104027925,1,"NYJ",276,NA,117,8.17,63.375,17.5,NA,NA,36.3875,62.475,60.625,77.5,15,50.375,61.75,27.875,45.375,NA,45.6,40.8681493506493,45.0003316291897,-98.3988900604208,NA,21.6420025681603,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TIQUANUNDERWOOD","Tiquan Underwood","WR",44.826223297492,7.00005857354125,1,"CAR",277,NA,118,-0.09,57,45.625,NA,NA,47.9375,68.725,36.625,33.625,4.375,23.875,4.375,48.875,75,NA,NA,36.9811408730159,44.826223297492,-98.5729983921184,NA,24.9971651906029,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LUKEWILLSON","Luke Willson","TE",44.437650197896,4.7082844031696,1,"SEA",278,NA,48,NA,NA,65.125,NA,NA,40.9625,67.125,45.625,38,43.25,39.25,30.75,NA,NA,NA,30.9,46.86875,44.437650197896,-73.9172740785344,NA,13.2118879943406,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DALLASCLARK","Dallas Clark","TE",43.36,3.62551440713439,1,NA,279,NA,49,42.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.75,NA,NA,32.09,43.36,-74.9949242764304,NA,7.64382430462658,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JONATHANDWYER","Jonathan Dwyer","RB",43.3098023435334,6.09470547630812,1,"ARI",280,191.6,77,NA,43.275,22.75,52.775,NA,33.1575,31.625,16.975,44.875,46.375,46.825,49.125,61.775,41.6,NA,50.8,40.4571666666667,43.3098023435334,-74.6180118575371,30.3,12.4806526040539,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"MARQUISEGOODWIN","Marquise Goodwin","WR",42.7266434823078,5.77084692701723,1,"BUF",281,NA,119,46.53,73.75,52.625,NA,NA,47.0625,39.825,48.75,30.175,31.125,27.5,28.5,38.375,82.05,NA,15.19,44.5212067099567,42.7266434823078,-100.672578207303,NA,18.6760362702912,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KESHAWNMARTIN","Keshawn Martin","WR",42.6741105213058,6.56023730313076,1,"HOU",282,NA,120,59.855,44.875,36.875,NA,NA,39.7875,24.625,36.5,45.125,13.75,11.375,6.25,75.375,73.125,NA,NA,38.2544345238095,42.6741105213058,-100.725111168305,NA,22.7354172157755,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ACESANDERS","Ace Sanders","WR",42.3615660261699,5.74657010393963,1,"JAC",283,NA,121,31.605,56.5,NA,49.85,NA,42.7,52.45,33.375,39.25,24.125,49.05,26.625,47.125,94.025,NA,25.495,43.9329220779221,42.3615660261699,-101.037655663441,NA,18.5511945240524,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LANCEKENDRICKS","Lance Kendricks","TE",41.9066556351464,4.53576555086124,1,"STL",284,NA,50,28.285,51,55.375,NA,NA,41.4625,67,47.75,41.75,46.75,21.25,32.625,39.375,56.875,NA,42.9,43.9858653846154,41.9066556351464,-76.448268641284,NA,12.3247227045313,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"GREGLITTLE","Greg Little","WR",41.8242708668342,6.98811806629959,1,"OAK",285,NA,122,30.29,81.25,42.625,53.25,NA,59.6125,32,NA,41,22.5,27.75,15.625,12.25,91.625,NA,NA,42.4632043650794,41.8242708668342,-101.574950822776,NA,24.9357620255239,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"DRIARCHER","Dri Archer","RB",40.4746950646785,5.66806877646053,1,"PIT",286,NA,78,NA,53.4,71.35,NA,NA,42.745,15.625,29.6,34.6,46.625,33.875,25.25,2.55,50.875,NA,34.975,36.7500549450549,40.4746950646785,-77.453119136392,NA,18.1475073211088,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"VINCENTBROWN","Vincent Brown","WR",40.4151350830875,6.86680192263816,1,"SD",287,NA,123,24.595,66,49.875,38.75,NA,46.4875,23,19.875,37.375,15.625,18.875,49.75,90.375,77.75,NA,11.075,40.4919642857143,40.4151350830875,-102.984086606523,NA,24.3119028338481,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"PEYTONHILLIS","Peyton Hillis","RB",40.0484273708315,5.52678481094093,1,"NYG",288,NA,79,67.77,48.15,40.55,29.625,NA,33.575,61.95,8.2,NA,25.5,22.625,37.125,NA,NA,NA,47.825,37.5063636363636,40.0484273708315,-77.879386830239,NA,17.4209650995575,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ROBERTMEACHEM","Robert Meachem","WR",39.9297158281382,6.39465248031405,1,"NO",289,NA,124,NA,69.375,39.625,NA,NA,40.875,55.25,NA,17.65,NA,6.575,29.75,58.75,55.75,NA,9.6625,29.5209615384615,39.9297158281382,-103.469505861472,NA,21.8839096538098,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRYCEBROWN","Bryce Brown","RB",39.7502873961758,4.90444300523227,1,"BUF",290,177.6,80,42.605,56.3,25.6,50.175,NA,39.62,36.75,34.075,44.85,56.5,42.3,45.125,28.75,46.2,NA,32.7,40.36125,39.7502873961758,-78.1775268048947,21.9,9.37110203213599,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JONBALDWIN","Jon Baldwin","WR",39.6649117594744,3.25923465011581,1,"DET",291,NA,125,NA,47.5,NA,NA,NA,35.925,NA,NA,NA,NA,NA,NA,35.375,42.375,NA,NA,17.9083333333333,39.6649117594744,-103.734309930136,NA,5.76025805990206,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHRISPOLK","Chris Polk","RB",39.1837766245506,5.82022874036516,1,"PHI",292,182.1,81,NA,69.425,37.675,35.55,NA,47.735,43,45.475,25.975,64.25,28.425,42.25,2.35,44.675,NA,50.7125,40.9305769230769,39.1837766245506,-78.7440375765199,23.6,16.941653965967,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ALFREDBLUE","Alfred Blue","RB",39.0937555623741,6.20304669824377,1,"HOU",293,184.5,82,NA,35.65,40.375,22.6,NA,33.7125,44.375,31.925,50.125,61,35.225,42.625,NA,NA,NA,34.3,38.7738636363636,39.0937555623741,-78.8340586386963,33.4,10.2247384107459,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"DEVINSTREET","Devin Street","WR",38.9369952134334,6.07749523408058,1,"DAL",294,NA,126,NA,50.875,58.75,NA,NA,54.8125,48.875,NA,10.5,5.625,21,44.5,23.5,NA,NA,NA,35.3819444444444,38.9369952134334,-104.462226476177,NA,20.2529522453586,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BENNYCUNNINGHAM","Benny Cunningham","RB",38.8398088803962,7.21977937230428,1,"STL",295,200,83,NA,34,14.175,45.85,NA,32.1025,58.125,48.4,41.3,31,22.55,42.25,12.525,83.15,NA,62.525,40.6117307692308,38.8398088803962,-79.0880053206743,34.2,19.811956022622,1,1,1,1,NA,0,170,2,NA,NA,NA,1,1
"BENJARVUSGREENELLIS","BenJarvus Green-Ellis","RB",38.8378025239386,5.81432408786907,1,"CIN",296,170.5,84,79.915,54.975,38.85,38.75,NA,40.3125,45,25.075,36.525,7.5,57.35,51.25,25.15,32.25,NA,32.5625,39.3296428571429,38.8378025239386,-79.0900116771319,23.2,17.3157883951974,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MIKEJAMES","Mike James","RB",38.700190662384,4.59777933767079,1,"TB",297,NA,85,19.705,48.8,44.25,26.825,NA,40.935,33.725,41.275,52.125,54.5,34.4,19.125,NA,55.825,NA,27.575,39.8138186813187,38.700190662384,-79.2276235386864,NA,12.6436239632107,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"DAVIDAUSBERRY","David Ausberry","TE",38.586206445395,6.31439637291138,1,"OAK",298,NA,51,39.935,NA,32.625,NA,NA,26.85,67.625,49.5,41.75,25.375,45,5,76.5,NA,NA,12.475,38.1372727272727,38.586206445395,-79.7687178310355,NA,21.4711986264052,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CJFIEDOROWICZ","C.J. Fiedorowicz","TE",38.5625,5.65327876253029,1,"HOU",299,NA,52,NA,NA,67.375,47.25,NA,44.5,32.875,20.375,32.625,52,19.5,8.125,NA,NA,NA,50.425,37.415,38.5625,-79.7924242764304,NA,18.0714507810893,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KEVINOGLETREE","Kevin Ogletree","WR",38.2688967667856,6.22601140618021,1,"DET",300,NA,127,NA,51.75,59.25,NA,NA,55.5,50.725,NA,12.375,14.375,17.5,NA,NA,NA,NA,17.325,31.0111111111111,38.2688967667856,-105.130324922825,NA,21.0166855481204,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONBOLDEN","Brandon Bolden","RB",38.2600135865725,5.18253899348471,1,"NE",301,NA,86,NA,73.825,15.6,46.5,NA,43.9475,38.625,39.1,15.05,36.125,27.8,22,34.4,50.2,NA,39.6,34.2908928571429,38.2600135865725,-79.667800614498,NA,15.6507067404114,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"MARQUESSWILSON","Marquess Wilson","WR",37.9247759010342,7.30525997456811,1,"CHI",302,NA,128,NA,89.25,38,NA,NA,57.6625,37.45,NA,39,23.5,17.875,13.5,83,NA,NA,21.725,41.88125,37.9247759010342,-105.474445788576,NA,26.5666405596379,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DONTEMONCRIEF","Donte Moncrief","WR",37.8420996323009,5.46099420491173,1,"IND",303,173,129,NA,64.75,29.25,NA,NA,36.9125,19.575,7.25,50.125,40.125,30.45,21,37.375,76.625,NA,30.5,38.4538392857143,37.8420996323009,-105.55712205731,18,19.3350610778572,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"RYANGRIFFIN","Ryan Griffin","TE",37.7542796385772,5.51948672020226,1,"HOU",304,NA,53,NA,62.375,NA,73,NA,43.1375,25,22.875,22.75,32.25,37.375,38.25,42.75,51.125,NA,13,38.6572916666667,37.7542796385772,-80.6006446378532,NA,17.3834352139908,1,0,0,0,NA,0,170,0,NA,NA,NA,0,1
"EDDICKSON","Ed Dickson","TE",37.7001842309183,5.24492420569387,1,"CAR",305,NA,54,27.33,63.375,51.5,NA,NA,36.3875,31.25,9.625,52.25,47,25.375,21.625,NA,NA,NA,28.025,35.7515909090909,37.7001842309183,-80.6547400455121,NA,15.9715180264176,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DREWDAVIS","Drew Davis","WR",37.1845236700842,4.36671580926138,1,"ATL",306,NA,130,58.465,46,39.875,NA,NA,39.2375,28.25,28.125,42.375,21,28.375,35.125,55.125,30.125,NA,NA,37.6266964285714,37.1845236700842,-106.214698019526,NA,11.4553970569751,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DANIELTHOMAS","Daniel Thomas","RB",36.4649744066395,5.42698698365887,1,"MIA",307,NA,87,9.35,47.175,46.25,32.45,NA,43.0725,60.65,NA,36.65,11.875,21,24.75,14.475,57.925,NA,33.7125,33.3925961538462,36.4649744066395,-81.462839794431,NA,16.9077622398215,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
